16:32:52,38500,38600,38700,38800,38900,39000,39100,39200,39300,39400,39500,39600,39700,39800,39900,40000,40100,40200,40300,40400,40500
,-515,-125,142,47,227,1457,2844,5463,8265,30017,73605,38459,14883,-18349,-252,12280,14434,27757,21137,30374,19666
,5823,10947,9463,17254,9606,12707,2492,10461,27797,26294,12454,-6858,-22224,-22369,-16190,-16083,-2000,-1211,-578,-147,-616
16:32:56,38500,38600,38700,38800,38900,39000,39100,39200,39300,39400,39500,39600,39700,39800,39900,40000,40100,40200,40300,40400,40500
,-515,-125,142,47,227,1457,2844,5463,8265,30017,73605,38459,14883,-18349,-252,12280,14434,27757,21137,30374,19666
,5823,10947,9463,17254,9606,12707,2492,10461,27797,26294,12454,-6858,-22224,-22369,-16190,-16083,-2000,-1211,-578,-147,-616
16:33:26,38500,38600,38700,38800,38900,39000,39100,39200,39300,39400,39500,39600,39700,39800,39900,40000,40100,40200,40300,40400,40500
,-515,-125,142,47,227,1457,2844,5463,8265,30017,73605,38459,14883,-18349,-252,12280,14434,27757,21137,30374,19666
,5823,10947,9463,17254,9606,12707,2492,10461,27797,26294,12454,-6858,-22224,-22369,-16190,-16083,-2000,-1211,-578,-147,-616
16:33:27,38500,38600,38700,38800,38900,39000,39100,39200,39300,39400,39500,39600,39700,39800,39900,40000,40100,40200,40300,40400,40500
,-515,-125,142,47,227,1457,2844,5463,8265,30017,73605,38459,14883,-18349,-252,12280,14434,27757,21137,30374,19666
,5823,10947,9463,17254,9606,12707,2492,10461,27797,26294,12454,-6858,-22224,-22369,-16190,-16083,-2000,-1211,-578,-147,-616
16:33:43,38500,38600,38700,38800,38900,39000,39100,39200,39300,39400,39500,39600,39700,39800,39900,40000,40100,40200,40300,40400,40500
,-515,-125,142,47,227,1457,2844,5463,8265,30017,73605,38459,14883,-18349,-252,12280,14434,27757,21137,30374,19666
,5823,10947,9463,17254,9606,12707,2492,10461,27797,26294,12454,-6858,-22224,-22369,-16190,-16083,-2000,-1211,-578,-147,-616
16:33:47,38500,38600,38700,38800,38900,39000,39100,39200,39300,39400,39500,39600,39700,39800,39900,40000,40100,40200,40300,40400,40500
,-515,-125,142,47,227,1457,2844,5463,8265,30017,73605,38459,14883,-18349,-252,12280,14434,27757,21137,30374,19666
,5823,10947,9463,17254,9606,12707,2492,10461,27797,26294,12454,-6858,-22224,-22369,-16190,-16083,-2000,-1211,-578,-147,-616
16:33:51,38500,38600,38700,38800,38900,39000,39100,39200,39300,39400,39500,39600,39700,39800,39900,40000,40100,40200,40300,40400,40500
,-515,-125,142,47,227,1457,2844,5463,8265,30017,73605,38459,14883,-18349,-252,12280,14434,27757,21137,30374,19666
,5823,10947,9463,17254,9606,12707,2492,10461,27797,26294,12454,-6858,-22224,-22369,-16190,-16083,-2000,-1211,-578,-147,-616
16:33:52,38500,38600,38700,38800,38900,39000,39100,39200,39300,39400,39500,39600,39700,39800,39900,40000,40100,40200,40300,40400,40500
,-515,-125,142,47,227,1457,2844,5463,8265,30017,73605,38459,14883,-18349,-252,12280,14434,27757,21137,30374,19666
,5823,10947,9463,17254,9606,12707,2492,10461,27797,26294,12454,-6858,-22224,-22369,-16190,-16083,-2000,-1211,-578,-147,-616
16:33:56,38500,38600,38700,38800,38900,39000,39100,39200,39300,39400,39500,39600,39700,39800,39900,40000,40100,40200,40300,40400,40500
,-515,-125,142,47,227,1457,2844,5463,8265,30017,73605,38459,14883,-18349,-252,12280,14434,27757,21137,30374,19666
,5823,10947,9463,17254,9606,12707,2492,10461,27797,26294,12454,-6858,-22224,-22369,-16190,-16083,-2000,-1211,-578,-147,-616
16:33:57,38500,38600,38700,38800,38900,39000,39100,39200,39300,39400,39500,39600,39700,39800,39900,40000,40100,40200,40300,40400,40500
